year,month,code,destination,net_mass,fob_etb,fob_usd
2016,02,61082100,Germany,8463.00,2852872.78,131335.04
2016,02,13019000,Viet Nam,56000.00,2846559.71,131044.41
2016,02,12019000,Turkey,286000.00,2812397.58,129471.72
2016,02,41120000,Italy,11342.50,2811177.16,129415.53
2016,02,07082000,United Kingdom,45900.00,2805779.26,129167.04
2016,02,12079990,Italy,113400.00,2801368.54,128963.98
2016,02,09041200,United Kingdom,12660.00,2788305.55,128362.61
2016,02,02042100,United Arab Emirates,23971.95,2760753.38,127094.22
2016,02,12019000,Viet Nam,330000.00,2700103.50,124302.14
2016,02,07051100,Somalia,625665.00,2699558.19,124277.04
2016,02,07132000,Sudan,176400.00,2668776.99,122859.99
2016,02,09011100,Mexico,19200.00,2631547.88,121146.11
2016,02,62011300,Italy,4752.00,2593985.90,119416.90
2016,02,07133300,Lithuania,192000.00,2553195.69,117539.08
2016,02,12072900,Yemen,29000.00,2546564.53,117233.81
2016,02,07133300,Egypt,240000.00,2517539.64,115897.62
2016,02,61091000,Germany,10156.00,2458613.83,113184.91
2016,02,41120000,United Kingdom,3747.00,2415221.04,111187.27
2016,02,12101000,Sudan,74760.00,2398269.93,110406.91
2016,02,12079990,Netherlands,116000.00,2361898.59,108732.52
2016,02,22087000,South Sudan,75184.92,2341816.70,107808.03
2016,02,09093100,United Arab Emirates,35100.00,2301868.23,105968.95
2016,02,07082000,Indonesia,92000.00,2241461.21,103188.05
2016,02,09109900,Egypt,29000.00,2231790.12,102742.83
2016,02,07133900,Pakistan,240000.00,2222095.98,102296.55
2016,02,20089900,United Arab Emirates,1937.25,2213185.25,101886.34
2016,02,07133300,Italy,152000.00,2200021.75,101280.34
2016,02,63053900,Estonia,10020.50,2190788.45,100855.28
2016,02,12074090,Lebanon,95000.00,2144554.30,98726.84
2016,02,41120000,India,12138.00,2143790.00,98691.66
2016,02,62034900,Italy,1465.64,2135139.28,98293.41
2016,02,39159000,China,349000.00,2133147.14,98201.70
2016,02,62034200,United States,7449.80,2121246.15,97653.82
2016,02,25232100,Kenya,1200000.00,2054169.60,94565.88
2016,02,07133300,France,156000.00,2045972.51,94188.52
2016,02,20093100,Netherlands,67720.00,1992435.98,91723.91
2016,02,61059000,United States,21847.10,1956394.87,90064.72
2016,02,06021000,Spain,4968.00,1928909.49,88799.40
2016,02,09093100,Egypt,30000.00,1908317.07,87851.41
2016,02,64032000,Canada,3095.00,1885756.83,86812.82
2016,02,41120000,Indonesia,1983.00,1885230.62,86788.60
2016,02,25232100,Kenya,800000.00,1882988.80,86685.39
2016,02,06031100,United States,22291.46,1854055.79,85353.43
2016,02,07132000,Lebanon,96000.00,1846998.72,85028.55
2016,02,12019000,Kenya,225000.00,1831031.55,84293.49
2016,02,09011100,Slovenia,18000.00,1827315.75,84122.43
2016,02,07133300,Czech Republic,147000.00,1808519.56,83257.12
2016,02,02069000,Viet Nam,26795.00,1774513.66,81691.63
2016,02,09011100,Ireland,19200.00,1764487.04,81230.04
2016,02,12119000,Netherlands,20647.00,1757488.02,80907.83
2016,02,33059000,Sudan,29195.00,1742627.50,80223.71
2016,02,62033900,Germany,164.77,1732126.50,79740.29
2016,02,62034300,Germany,1567.03,1730722.17,79675.64
2016,02,07133300,Nicaragua,144000.00,1725497.07,79435.09
2016,02,07139000,India,72000.00,1694689.92,78016.85
2016,02,09024000,United Kingdom,50000.00,1681289.45,77399.95
2016,02,52053200,Turkey,35459.55,1670816.19,76917.80
2016,02,41131000,"Taiwan, Province of China",3114.00,1667114.13,76747.37
2016,02,10079000,Saudi Arabia,242000.00,1634211.11,75232.65
2016,02,09041200,Saudi Arabia,21508.00,1611055.69,74166.66
2016,02,41120000,"Taiwan, Province of China",1895.00,1604426.02,73861.46
2016,02,61109000,United States,21071.13,1594962.32,73425.79
2016,02,07133300,Turkey,144000.00,1578864.75,72684.72
2016,02,07133300,Saudi Arabia,120000.00,1566304.32,72106.49
2016,02,07129090,United States,2091.74,1566185.63,72101.02
2016,02,06031900,United States,17066.23,1544021.22,71080.66
2016,02,41069200,India,7901.06,1541583.93,70968.46
2016,02,12079910,United States,74000.00,1540914.76,70937.65
2016,02,08039000,Somalia,299952.00,1540346.95,70911.51
2016,02,41053000,China,2723.73,1538810.11,70840.76
2016,02,07061000,Somalia,355477.00,1535679.47,70696.64
2016,02,41139000,China,11077.00,1535439.41,70685.59
2016,02,41131000,Italy,9353.00,1520656.70,70005.05
2016,02,44072900,Sudan,728700.00,1520099.25,69979.39
2016,02,12119000,United Kingdom,16333.00,1508286.72,69435.58
2016,02,09011100,Qatar,18000.00,1504940.58,69281.54
2016,02,12079990,Turkey,78000.00,1500686.46,69085.70
2016,02,61152900,United Kingdom,4170.00,1500686.46,69085.70
2016,02,40170000,Sudan,177500.00,1496054.51,68872.46
2016,02,09102000,Egypt,114000.00,1491045.93,68641.89
2016,02,01022910,Yemen,34240.00,1491005.94,68640.05
2016,02,02023000,Comoros,25344.20,1466981.34,67534.05
2016,02,19059020,Sweden,39703.00,1441038.73,66339.75
2016,02,07129090,Russian Federation,22029.00,1415022.68,65142.08
2016,02,54076900,"Iran, Islamic Republic of",21211.00,1407614.42,64801.03
2016,02,13019000,Greece,14999.00,1398456.94,64379.45
2016,02,05100090,France,150.00,1396193.40,64275.25
2016,02,52051200,Turkey,32639.00,1379902.35,63525.27
2016,02,61119000,United States,13450.98,1369671.57,63054.29
2016,02,09041200,United States,10077.00,1367676.03,62962.42
2016,02,52081900,Italy,24515.60,1357031.00,62472.37
2016,02,12119000,Belgium,11304.00,1344541.72,61897.41
2016,02,25232900,Kenya,600000.00,1327553.43,61115.34
2016,02,09109900,India,20000.00,1285668.00,59187.10
2016,02,04090000,Norway,20000.00,1285062.00,59159.20
2016,02,25309000,China,39999.60,1281425.99,58991.81
2016,02,61071900,United States,22726.78,1274226.72,58660.38
2016,02,13019000,United Arab Emirates,14150.00,1273330.86,58619.14
2016,02,09093100,Sri Lanka,15000.00,1267807.80,58364.88
2016,02,01061300,Saudi Arabia,24500.00,1260548.52,58030.69
2016,02,09092100,Yemen,66600.00,1256703.78,57853.70
2016,02,12074090,Australia,38000.00,1247975.54,57451.88
2016,02,07129090,Hong Kong,1657.51,1241711.31,57163.50
2016,02,22030000,South Sudan,65930.00,1241210.58,57140.45
2016,02,06031900,Germany,14854.17,1240731.05,57118.37
2016,02,12079990,Yemen,15000.00,1224021.55,56349.14
2016,02,64059000,Japan,2226.40,1221092.75,56214.30
2016,02,22030000,Djibouti,52800.00,1219663.20,56148.49
2016,02,68041000,Denmark,61208.00,1179126.67,54282.35
2016,02,07135000,Djibouti,72372.00,1178080.67,54234.20
2016,02,02045000,Bahrain,9115.00,1176947.08,54182.01
2016,02,07019000,Djibouti,531481.00,1163680.28,53571.26
2016,02,09103000,Jordan,68000.00,1157840.86,53302.44
2016,02,09041200,South Africa,17570.00,1148438.04,52869.57
2016,02,09093100,Saudi Arabia,15000.00,1140492.52,52503.79
2016,02,52052200,Egypt,20189.30,1124261.76,51756.59
2016,02,54023300,Portugal,34393.50,1117614.32,51450.57
2016,02,11061000,Germany,10158.00,1114980.11,51329.30
2016,02,12019000,Canada,110000.00,1105206.41,50879.35
2016,02,06021000,United Kingdom,2940.00,1080748.45,49753.41
2016,02,07133300,Germany,96000.00,1068620.91,49195.10
2016,02,05040000,Viet Nam,29000.00,1068314.87,49181.01
2016,02,08051000,Djibouti,56700.00,1067277.21,49133.24
2016,02,09041200,Sudan,15130.00,1065411.34,49047.35
2016,02,06031100,France,12791.19,1059488.82,48774.70
2016,02,05119990,United States,160.00,1044031.48,48063.10
2016,02,09024000,Pakistan,23400.00,1032418.81,47528.50
2016,02,25239000,Kenya,600000.00,1027084.80,47282.94
2016,02,07129090,United Kingdom,17272.26,1026427.78,47252.70
2016,02,12079990,Belgium,39000.00,1020015.28,46957.49
2016,02,64032000,United States,3910.60,993546.58,45738.97
2016,02,09011100,Netherlands,6000.00,991566.69,45647.83
2016,02,19041000,United States,9013.00,988311.43,45497.97
2016,02,52051400,China,19721.30,979933.02,45112.26
2016,02,19059020,Norway,16148.00,974875.39,44879.43
2016,02,06021000,Italy,2352.00,970732.97,44688.73
2016,02,06031100,Lebanon,11563.20,956983.25,44055.74
2016,02,20089900,Kenya,6342.70,951324.58,43795.24
2016,02,64051000,Canada,1863.00,950290.09,43747.62
2016,02,07129090,Netherlands,18068.85,948861.45,43681.85
2016,02,85481000,Somalia,440000.00,941829.01,43358.10
2016,02,06031100,South Africa,11313.28,936021.34,43090.74
2016,02,07133300,Poland,72000.00,924376.32,42554.65
2016,02,11061000,Israel,17000.00,913254.54,42042.65
2016,02,58021900,Kenya,9609.30,897123.80,41300.05
2016,02,01041000,Saudi Arabia,16375.00,896987.39,41293.77
2016,02,07129090,China,1179.49,883227.03,40660.30
2016,02,58021900,Israel,8257.10,881376.89,40575.12
2016,02,06031100,Japan,10183.96,877262.22,40385.70
2016,02,08031000,Djibouti,301225.00,872250.34,40154.97
2016,02,06031100,Oman,10292.48,851594.19,39204.05
2016,02,06031100,Italy,10318.88,850043.79,39132.67
2016,02,12079990,United Kingdom,39000.00,846220.42,38956.66
2016,02,42022190,United States,655.99,835440.56,38460.40
2016,02,09011100,Singapore,9000.00,826321.79,38040.60
2016,02,07132000,Yemen,48000.00,816314.21,37579.89
2016,02,61178000,Sudan,1911.00,816292.67,37578.90
2016,02,12079910,Israel,38000.00,813872.60,37467.49
2016,02,12074090,Bulgaria,38000.00,812337.40,37396.82
2016,02,07129090,Germany,16777.22,804612.40,37041.19
2016,02,07133100,India,48000.00,789358.41,36338.95
2016,02,63041900,Norway,7133.60,788568.87,36302.61
2016,02,26209100,China,24000.00,770313.60,35462.21
2016,02,61091000,United States,3081.72,760463.07,35008.73
2016,02,62072100,Germany,2755.00,759343.77,34957.20
2016,02,12079910,United Kingdom,39000.00,757963.47,34893.66
2016,02,07129090,India,1010.22,756539.43,34828.10
2016,02,12074090,Bahrain,38000.00,752832.15,34657.43
2016,02,12089000,United Arab Emirates,38000.00,751412.09,34592.06
2016,02,07129090,Rwanda,999.33,748689.69,34466.73
2016,02,04090000,Sudan,9951.00,745496.32,34319.72
2016,02,41139000,Hong Kong,2183.00,738768.85,34010.01
2016,02,42022900,United States,580.78,735011.40,33837.03
2016,02,07129090,Viet Nam,980.72,734266.27,33802.73
2016,02,42032900,United Kingdom,923.00,731360.61,33668.96
2016,02,19059020,Bahrain,20740.00,724885.81,33370.89
2016,02,06031900,United Kingdom,8739.58,720583.69,33172.84
2016,02,08101000,Netherlands,15000.00,699612.57,32207.41
2016,02,30023000,Chad,1028.00,690300.38,31778.71
2016,02,07129090,Madagascar,918.59,688041.74,31674.73
2016,02,39233010,Somalia,18318.40,687365.10,31643.58
2016,02,52093190,United States,24791.08,683333.06,31457.96
2016,02,41131000,Viet Nam,1384.00,681571.38,31376.86
2016,02,06021000,El Salvador,732.00,672675.11,30967.31
2016,02,19059020,Canada,12603.00,671510.65,30913.71
2016,02,63052000,Austria,1700.04,671340.83,30905.89
2016,02,07133300,Sri Lanka,48000.00,666341.52,30675.74
2016,02,41120000,Japan,449.50,646189.97,29748.04
2016,02,73219000,India,8701.15,640216.19,29473.03
2016,02,61099000,United States,6176.25,638200.63,29380.25
2016,02,12119000,Germany,14776.00,626249.40,28830.06
2016,02,61051000,United States,12673.76,625456.47,28793.55
2016,02,42022110,United States,518.00,623491.88,28703.11
2016,02,08051000,Djibouti,85135.00,622473.72,28656.24
2016,02,07031000,Somalia,112724.00,616935.79,28401.30
2016,02,71179010,United States,100.80,614968.72,28310.74
2016,02,41139000,Hong Kong,1792.00,612480.03,28196.17
2016,02,06031100,Norway,7231.84,593687.03,27331.01
2016,02,71031000,Thailand,13.51,590000.40,27161.30
2016,02,61044200,Sudan,631.00,585169.01,26938.88
2016,02,08039000,Djibouti,141528.00,578152.14,26615.85
2016,02,06031100,Jordan,6874.16,568669.71,26179.32
2016,02,64059000,Canada,843.00,568506.41,26171.80
2016,02,07051100,Djibouti,148069.50,565305.82,26024.46
2016,02,07133300,India,48000.00,564896.64,26005.62
2016,02,96020090,Congo,1095.00,563681.99,25949.70
2016,02,07133300,United States,38000.00,560717.52,25813.23
2016,02,62149000,United States,657.50,558060.03,25690.89
2016,02,07133300,Puerto Rico,40000.00,556003.49,25596.21
2016,02,06031900,United Arab Emirates,6222.58,548971.06,25272.47
2016,02,07102900,United Kingdom,8400.00,545418.30,25108.91
2016,02,06022000,Somalia,92662.00,544293.87,25057.15
2016,02,09041200,India,9360.00,543248.49,25009.02
2016,02,20089900,Qatar,1368.97,539780.78,24849.38
2016,02,39269090,Italy,55076.00,537224.77,24731.71
2016,02,25151100,India,75920.00,528460.33,24328.23
2016,02,25232900,Somalia,360000.00,523702.53,24109.20
2016,02,07049000,Djibouti,168147.00,513187.82,23625.15
2016,02,01022910,Sudan,12800.00,513055.20,23619.04
2016,02,09041200,Netherlands,2640.00,508724.56,23419.68
2016,02,61099000,United States,1383.76,505786.91,23284.44
2016,02,12074090,Canada,19000.00,495525.81,22812.06
2016,02,64059000,China,696.00,494748.87,22776.29
2016,02,22030000,United States,15936.00,487197.71,22428.67
2016,02,85444200,Kenya,7375.00,486795.40,22410.14
2016,02,09012100,Germany,3735.00,484433.29,22301.40
2016,02,28070000,Sudan,80040.00,483402.60,22253.95
2016,02,62052000,Germany,1566.00,482441.27,22209.70
2016,02,20089900,Sudan,1938.23,475949.38,21910.84
2016,02,19059020,United Kingdom,8286.00,475513.39,21890.77
2016,02,07069010,Djibouti,147661.00,469141.74,21597.44
2016,02,06031900,Australia,3171.52,464570.54,21387.00
2016,02,09041200,Djibouti,8918.00,457110.28,21043.56
2016,02,09103000,United Arab Emirates,25000.00,453838.37,20892.93
2016,02,42022110,Japan,60.00,450200.05,20725.44
2016,02,06031100,Germany,5298.24,447522.83,20602.19
2016,02,07139000,Sudan,80000.00,427142.00,19663.94
2016,02,09109900,Yemen,12000.00,423556.43,19498.87
2016,02,53031000,Sudan,3030.00,421425.73,19400.78
2016,02,12102000,Israel,14000.00,420182.84,19343.56
2016,02,08045000,Djibouti,116075.00,418313.25,19257.50
2016,02,06021000,Japan,2332.00,409957.59,18872.83
2016,02,19059020,Kuwait,11174.00,405786.49,18680.81
2016,02,06031900,Japan,3877.28,402283.67,18519.56
2016,02,09101100,Kenya,18000.00,397630.86,18305.36
2016,02,02042100,Bahrain,3075.00,397213.16,18286.13
2016,02,07102900,Belgium,6174.00,396418.12,18249.53
2016,02,07032000,Sudan,18240.00,389917.70,17950.28
2016,02,41120000,Spain,383.00,385560.44,17749.69
2016,02,62069000,United Kingdom,3426.30,381532.41,17564.25
2016,02,07069010,Somalia,85144.00,379697.87,17479.80
2016,02,11061000,United States,5958.00,379471.36,17469.37
2016,02,09041200,Germany,2688.00,376654.82,17339.71
2016,02,79039000,Kenya,43916.87,376594.23,17336.92
2016,02,09041200,Sweden,2100.00,375549.45,17288.82
2016,02,62019900,Germany,140.96,374430.54,17237.31
2016,02,20089900,Egypt,1563.37,373504.33,17194.67
2016,02,64051000,United States,1066.00,372811.63,17162.78
2016,02,01061300,Somalia,10000.00,363414.10,16730.16
2016,02,62031100,United States,2052.50,357898.33,16476.23
2016,02,07129090,Zambia,473.87,354522.61,16320.83
2016,02,08101000,Nigeria,6685.00,349411.83,16085.55
2016,02,07099900,Djibouti,79224.00,347483.46,15996.77
2016,02,08072000,Djibouti,103030.00,345294.37,15895.99
2016,02,12074090,Djibouti,19000.00,345243.39,15893.65
2016,02,05100090,Hong Kong,2.29,344225.27,15846.78
2016,02,07133300,Japan,24000.00,339256.36,15618.03
2016,02,02069000,Egypt,23754.00,337872.73,15554.33
2016,02,06031900,Belgium,3067.68,336316.78,15482.70
2016,02,08101000,Saudi Arabia,2950.00,335930.24,15464.91
2016,02,19041000,South Africa,6870.00,323702.13,14901.97
2016,02,12113000,India,5000.00,321568.50,14803.75
2016,02,06021000,Germany,644.00,321133.14,14783.71
2016,02,08055000,Djibouti,96145.00,312687.51,14394.90
2016,02,25232100,Somalia,185925.00,304808.81,14032.20
2016,02,07133300,Greece,24000.00,293508.16,13511.96
2016,02,04029100,Somalia,164853.00,285731.98,13153.98
2016,02,41120000,Slovakia,124.50,285152.54,13127.30
2016,02,07039000,Djibouti,92394.00,284202.31,13083.56
2016,02,07081000,Netherlands,7914.00,280846.90,12929.09
2016,02,62044200,United States,23.40,279121.45,12849.65
2016,02,10041000,Israel,10000.00,278692.70,12829.92
2016,02,11029000,Germany,10189.00,278516.14,12821.79
2016,02,12101000,Sudan,8680.00,278332.44,12813.33
2016,02,09092100,Somalia,26130.00,278309.59,12812.28
2016,02,07129090,Mali,367.02,274816.85,12651.49
2016,02,41120000,France,154.00,274141.18,12620.38
2016,02,06031900,Saudi Arabia,1843.56,271645.52,12505.49
2016,02,07129090,Burundi,360.66,270142.41,12436.29
2016,02,07061000,Djibouti,83638.00,269878.91,12424.16
2016,02,07081000,Netherlands,7695.00,268628.31,12366.59
2016,02,03056900,Sudan,25010.00,267424.38,12311.17
2016,02,06031100,Saudi Arabia,2893.44,264552.53,12178.96
2016,02,63051000,United States,226.00,262088.35,12065.52
2016,02,08101000,Ireland,5500.00,258509.10,11900.74
2016,02,39079900,Turkey,2008.00,257674.91,11862.34
2016,02,06031900,Kuwait,3108.18,256944.43,11828.71
2016,02,22030000,France,8800.00,252324.08,11616.01
2016,02,07129090,France,335.22,251140.57,11561.52
2016,02,01042000,Saudi Arabia,5040.00,250823.43,11546.92
2016,02,33059000,Lebanon,4956.00,244249.32,11244.28
2016,02,30049090,Somalia,362.78,240975.92,11093.58
2016,02,62052000,United States,23.40,240428.19,11068.37
2016,02,09041200,Norway,1050.00,238532.24,10981.09
2016,02,06031100,"Korea, Republic of",2856.48,237701.13,10942.82
2016,02,64039900,Hong Kong,536.00,236794.40,10901.08
2016,02,71179090,Sao Tome and Principe,476.39,234453.50,10793.32
2016,02,44072900,Sudan,111300.00,233164.81,10733.99
2016,02,06031100,Qatar,2808.96,232025.15,10681.52
2016,02,09041200,Canada,1653.00,231586.30,10661.32
2016,02,07132000,South Africa,5400.00,231094.08,10638.66
2016,02,30043900,Somalia,739.24,228034.86,10497.83
2016,02,75089000,United States,375.00,224254.51,10323.80
2016,02,61013000,United States,150.30,223562.70,10291.95
2016,02,07136000,Kenya,26000.00,222535.04,10244.64
2016,02,40170000,Sudan,26000.00,222113.83,10225.25
2016,02,62149000,Australia,217.00,217599.53,10017.43
2016,02,22030000,United Kingdom,8800.00,215450.89,9918.51
2016,02,07132000,Israel,10000.00,214379.00,9869.17
2016,02,19059090,Somalia,3262.00,213976.00,9850.61
2016,02,08045000,Djibouti,10000.00,211835.24,9752.06
2016,02,12051000,Kenya,10000.00,210091.42,9671.78
2016,02,71031000,United States,6.61,209655.34,9651.71
2016,02,61051000,United States,3618.80,209493.37,9644.25
2016,02,07129090,Ireland,1891.90,208110.09,9580.57
2016,02,04090000,Sudan,8076.00,207669.72,9560.30
2016,02,04051000,Sudan,1734.00,204068.90,9394.53
2016,02,06021000,Switzerland,896.00,198482.48,9137.35
2016,02,07129090,Bangladesh,253.55,189979.38,8745.90
2016,02,06031100,United Arab Emirates,2259.84,186902.10,8604.24
2016,02,62114900,United States,4750.00,184601.37,8498.32
2016,02,06021000,Norway,534.00,181222.58,8342.77
2016,02,07129090,Canada,241.40,180644.46,8316.16
2016,02,11061000,South Africa,4275.00,179338.83,8256.05
2016,02,06021000,Canada,185.00,178331.95,8209.70
2016,02,22021000,South Sudan,7800.00,177283.78,8161.45
2016,02,22043000,Saudi Arabia,2000.00,175542.32,8081.28
2016,02,09093100,India,2000.00,173646.99,7994.02
2016,02,07032000,Djibouti,28785.00,172127.69,7924.08
2016,02,07135000,Sudan,17888.00,171723.50,7905.47
2016,02,09092100,Kenya,20000.00,171341.60,7887.89
2016,02,19059090,United States,1476.00,170181.32,7834.48
2016,02,22030000,Sudan,12212.00,165286.20,7609.13
2016,02,64051000,Israel,604.00,164574.28,7576.35
2016,02,07129090,Djibouti,217.60,162900.86,7499.31
2016,02,05069000,Viet Nam,21000.00,157272.36,7240.20
2016,02,11062000,United States,1537.00,153477.40,7065.50
2016,02,64039900,United Kingdom,366.00,153132.78,7049.63
2016,02,07129090,Congo,202.13,151237.89,6962.40
2016,02,63052000,Italy,185.50,150403.26,6923.97
2016,02,09012100,Netherlands,675.00,146110.00,6726.33
2016,02,11061000,Saudi Arabia,5488.00,143655.45,6613.33
2016,02,96020090,Ghana,175.00,142978.75,6582.18
2016,02,07129090,Norway,3224.15,142171.79,6545.03
2016,02,75089000,South Africa,635.00,140292.07,6458.49
2016,02,09109900,United States,767.00,139881.31,6439.59
2016,02,64029900,Canada,328.00,139438.53,6419.20
2016,02,07129090,Hungary,184.86,138654.58,6383.11
2016,02,96020090,Zimbabwe,208.00,136697.13,6293.00
2016,02,20021000,Israel,970.00,134911.85,6210.81
2016,02,02021000,United Arab Emirates,1906.00,134713.04,6201.66
2016,02,11061000,United Kingdom,2160.00,132245.79,6088.08
2016,02,09041200,Lebanon,1260.00,132237.16,6087.68
2016,02,09012200,United States,898.20,131585.83,6057.69
2016,02,62043300,Germany,164.77,128716.09,5925.58
2016,02,06031900,United Arab Emirates,542.08,127481.39,5868.74
2016,02,12093000,United States,6.00,126177.36,5808.71
2016,02,07129090,Philippines,167.71,125571.82,5780.83
2016,02,41120000,Hungary,63.00,124251.49,5720.05
2016,02,22085000,Somalia,1650.00,123629.17,5691.40
2016,02,08072000,Somalia,15000.00,123379.18,5679.89
2016,02,06031100,Italy,1457.28,120547.04,5549.51
2016,02,07132000,United Kingdom,1700.00,120153.29,5531.38
2016,02,06031900,Italy,1405.64,119197.82,5487.40
2016,02,06031100,Belgium,1434.24,118560.67,5458.07
2016,02,71171910,United States,9.40,115382.41,5311.75
2016,02,61044200,Israel,350.00,112548.97,5181.31
2016,02,09041200,Israel,1000.00,112548.97,5181.31
2016,02,06031900,Hong Kong,1178.36,111577.50,5136.59
2016,02,10082100,Israel,6500.00,111477.08,5131.97
2016,02,09041100,Djibouti,30995.00,107356.10,4942.25
2016,02,56072100,Sudan,7000.00,106988.00,4925.31
2016,02,06031100,Cote d'Ivoire,1281.00,105836.23,4872.28
2016,02,61102000,United States,1771.16,104338.97,4803.36
2016,02,41131000,India,150.00,103893.67,4782.86
2016,02,87089100,United Arab Emirates,15000.00,102611.04,4723.81
2016,02,19059020,Finland,1540.00,102264.14,4707.84
2016,02,61071100,Germany,1279.54,99691.37,4589.40
2016,02,64051000,Germany,86.00,98255.87,4523.31
2016,02,71101900,United States,0.44,97594.45,4492.86
2016,02,62071900,United States,2368.64,95120.89,4378.99
2016,02,06021000,China,528.00,94160.66,4334.79
2016,02,06031900,Canada,1096.63,93829.99,4319.56
2016,02,07011000,Somalia,15043.00,93426.60,4300.99
2016,02,96020090,Uganda,142.00,92952.81,4279.18
2016,02,06021000,Norway,330.00,92592.92,4262.61
2016,02,19059020,Switzerland,1750.00,89853.38,4136.50
2016,02,62044200,Saudi Arabia,230.00,89288.85,4110.51
2016,02,11029000,Sudan,2750.00,88386.00,4068.94
2016,02,63059000,United Kingdom,280.50,88335.70,4066.63
2016,02,62149000,France,98.00,88147.29,4057.95
2016,02,64051000,South Sudan,450.00,87914.14,4047.22
2016,02,07129090,Guinea,116.45,87128.53,4011.05
2016,02,19059020,Qatar,1228.00,86295.14,3972.69
2016,02,06021000,Spain,185.00,86097.98,3963.61
2016,02,11071000,Israel,2000.00,85751.60,3947.67
2016,02,61099000,United Kingdom,648.10,85706.04,3945.57
2016,02,07129090,Switzerland,1923.40,83846.06,3859.94
2016,02,71031000,Czech Republic,0.41,82815.66,3812.51
2016,02,07132000,Djibouti,6438.00,82498.20,3797.89
2016,02,06031100,Pakistan,983.84,81267.08,3741.22
2016,02,07129090,Indonesia,106.66,79935.76,3679.93
2016,02,07070000,Djibouti,12208.00,78629.09,3619.77
2016,02,09061900,United States,265.00,77698.68,3576.94
2016,02,09041200,Switzerland,220.00,77387.72,3562.63
2016,02,04090000,Yemen,1200.00,77031.36,3546.22
2016,02,05111000,Nigeria,9000.00,77031.36,3546.22
2016,02,12129300,Djibouti,8991.00,76967.61,3543.29
2016,02,07129090,Cambodia,101.75,76129.90,3504.72
2016,02,42050000,France,160.00,75849.65,3491.82
2016,02,09109900,Saudi Arabia,3520.00,75461.40,3473.95
2016,02,06031100,Kuwait,989.12,75385.33,3470.44
2016,02,06031100,Jordan,906.40,74933.61,3449.65
2016,02,64051000,"Korea, Republic of",252.00,74282.32,3419.67
2016,02,64051000,France,270.10,73295.29,3374.23
2016,02,07099300,Djibouti,30945.00,72860.89,3354.23
2016,02,09041200,Italy,750.00,72216.90,3324.58
2016,02,06031900,Saudi Arabia,577.00,70344.75,3238.40
2016,02,06031100,Greece,851.84,70328.55,3237.65
2016,02,06031900,France,825.75,68895.46,3171.68
2016,02,64041900,United States,160.00,68429.55,3150.23
2016,02,62143000,United States,78.00,68182.25,3138.84
2016,02,19059020,Netherlands,1570.00,68092.61,3134.72
2016,02,61071100,United States,23.40,67915.26,3126.55
2016,02,11061000,Canada,680.00,67618.28,3112.88
2016,02,11029000,South Africa,2850.00,66317.33,3052.99
2016,02,07129090,Angola,87.72,65671.68,3023.27
2016,02,09041200,Australia,350.00,64658.62,2976.63
2016,02,09083100,Kenya,2000.00,64192.80,2955.18
2016,02,04051000,Australia,350.00,63537.37,2925.01
2016,02,63039100,Djibouti,82.00,63448.01,2920.90
2016,02,09012100,Poland,274.00,63085.83,2904.22
2016,02,06021000,Poland,198.00,62467.85,2875.77
2016,02,06031900,Oman,735.68,60810.08,2799.46
2016,02,64032000,Germany,144.00,60231.24,2772.81
2016,02,07129090,Sweden,79.29,59427.46,2735.81
2016,02,07129090,Botswana,77.52,58121.54,2675.69
2016,02,19041000,Canada,615.00,57744.55,2658.33
2016,02,09041200,Nigeria,2340.00,56102.81,2582.75
2016,02,07108000,Nigeria,458.00,55633.60,2561.15
2016,02,06031100,Nigeria,657.36,54333.85,2501.32
2016,02,07093000,Djibouti,6262.00,53321.08,2454.69
2016,02,61099000,Canada,301.65,52374.38,2411.11
2016,02,07082000,Ireland,2750.00,51623.14,2376.53
2016,02,07108000,United Arab Emirates,2723.50,51321.72,2362.65
2016,02,19059090,United Kingdom,240.00,51014.14,2348.49
2016,02,64042000,Somalia,200.00,49214.48,2265.64
2016,02,07082000,United Kingdom,6345.00,48992.31,2255.41
2016,02,06021000,South Africa,243.00,47804.18,2200.72
2016,02,07129090,Uganda,62.64,46852.17,2156.89
2016,02,11061000,Djibouti,4060.00,46120.64,2123.21
2016,02,25084000,Saudi Arabia,1320.00,45148.85,2078.48
2016,02,09012100,Canada,207.00,44999.65,2071.61
2016,02,07082000,South Africa,8381.00,44840.82,2064.29
2016,02,39269090,Somalia,440.00,44827.99,2063.70
2016,02,06031100,Sudan,508.64,42056.13,1936.10
2016,02,12024200,Djibouti,1960.00,41859.91,1927.07
2016,02,11061000,Netherlands,300.00,41725.12,1920.86
2016,02,12119000,Ireland,288.00,41367.02,1904.37
2016,02,09062000,United States,140.00,41334.38,1902.87
2016,02,41139000,Uganda,210.00,40158.18,1848.72
2016,02,07129090,Nigeria,53.29,39880.75,1835.95
2016,02,11062000,South Africa,922.00,39480.34,1817.52
2016,02,06031100,Ghana,462.88,38262.05,1761.43
2016,02,06031100,Bahrain,455.85,37653.32,1733.41
2016,02,94036000,United Kingdom,225.00,36706.92,1689.84
2016,02,08101000,Seychelles,1137.50,36512.15,1680.88
2016,02,69120010,Norway,390.00,36251.48,1668.88
2016,02,09012100,"Korea, Republic of",175.00,35981.73,1656.46
2016,02,19021990,South Sudan,2000.00,35306.04,1625.35
